Time stamp, File name, Build version, Zone tolerance, lambda (nm), P (um), Q (um), Obscuration sigma, NA, Zernikes, Custom mask index, ZP tilt (rad), Azimuthal (deg), CRA (deg), Anamorphic fac, ZPC phase (deg), ZPC apodization, Ap function, ZPC inner rad, ZPC outer rad, Zone bias (nm), File format, Tone reversal, Buttressing, Buttress width, Buttress period, Off-axis centering, WRV blocksize, Multiple patterning N, Multiple patterning i, Layer number, Curl on, Exec string
2019-01-16 10:29:58,Very_Small_zp,ZPGen v2.7, 0.0100,13.5000,10000000000.0000,500.0000,0.0000,0.0100,0,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0,0.0000,0.0000,1.0000,3,0,0,0.6000,6.0000,1,1000000,1,1,1,0 ,./src/bin/ZPGen  0.0100  13.5000  10000000000.0000  500.0000  0.0000  0.0100  0  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  1.0000  0  0.0000  0.0000  1.0000  3  0  0  0.6000  6.0000  1  1000000  1  1  1  0 src/ZPFiles/Very_Small_zp
2019-01-16 10:42:39,Very_Small_zp,ZPGen v2.7, 0.0100,13.5000,10000000000.0000,500.0000,0.0000,0.0100,0,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0,0.0000,0.0000,0.0000,3,0,0,0.6000,6.0000,1,1000000,1,1,1,0 ,./src/bin/ZPGen  0.0100  13.5000  10000000000.0000  500.0000  0.0000  0.0100  0  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  1.0000  0  0.0000  0.0000  0.0000  3  0  0  0.6000  6.0000  1  1000000  1  1  1  0 src/ZPFiles/Very_Small_zp
2019-01-16 15:03:24,Untitled,ZPGen v2.7, 0.0100,13.5000,500.0000,10000000000.0000,0.0000,0.0800,0,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0,0.0000,0.0000,10.0000,3,0,0,0.6000,6.0000,1,1000000,1,1,2,0 ,./src/bin/ZPGen  0.0100  13.5000  500.0000  10000000000.0000  0.0000  0.0800  0  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  1.0000  0  0.0000  0.0000  10.0000  3  0  0  0.6000  6.0000  1  1000000  1  1  2  0 src/ZPFiles/Untitled
2019-01-16 15:05:36,Untitled,ZPGen v2.7, 0.0100,13.5000,500.0000,10000000000.0000,0.0000,0.0800,0,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0,0.0000,0.0000,10.0000,3,0,0,0.6000,6.0000,1,1000000,1,1,2,0 ,./src/bin/ZPGen  0.0100  13.5000  500.0000  10000000000.0000  0.0000  0.0800  0  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  1.0000  0  0.0000  0.0000  10.0000  3  0  0  0.6000  6.0000  1  1000000  1  1  2  0 src/ZPFiles/Untitled
2019-01-16 15:05:49,Untitled,ZPGen v2.7, 0.0100,13.5000,500.0000,10000000000.0000,0.0000,0.0800,0,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0,0.0000,0.0000,10.0000,3,0,0,0.6000,6.0000,1,1000000,1,1,2,0 ,./src/bin/ZPGen  0.0100  13.5000  500.0000  10000000000.0000  0.0000  0.0800  0  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  1.0000  0  0.0000  0.0000  10.0000  3  0  0  0.6000  6.0000  1  1000000  1  1  2  0 src/ZPFiles/Untitled
2019-01-16 15:07:38,Untitled,ZPGen v2.7, 0.0100,13.5000,500.0000,10000000000.0000,0.0000,0.0800,0,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0,0.0000,0.0000,10.0000,1,0,0,0.6000,6.0000,1,1000000,1,1,1,0 ,./src/bin/ZPGen  0.0100  13.5000  500.0000  10000000000.0000  0.0000  0.0800  0  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  1.0000  0  0.0000  0.0000  10.0000  1  0  0  0.6000  6.0000  1  1000000  1  1  1  0 src/ZPFiles/Untitled
2019-01-16 15:12:26,Very_Small_zp,ZPGen v2.7, 0.0100,13.5000,10000000000.0000,500.0000,0.0000,0.0100,0,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0,0.0000,0.0000,0.0000,1,0,0,0.6000,6.0000,1,1000000,1,1,1,0 ,./src/bin/ZPGen  0.0100  13.5000  10000000000.0000  500.0000  0.0000  0.0100  0  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  1.0000  0  0.0000  0.0000  0.0000  1  0  0  0.6000  6.0000  1  1000000  1  1  1  0 src/ZPFiles/Very_Small_zp
2019-01-16 15:12:37,Very_Small_zp,ZPGen v2.7, 0.0100,13.5000,10000000000.0000,500.0000,0.0000,0.0100,0,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0,0.0000,0.0000,0.0000,3,0,0,0.6000,6.0000,1,1000000,1,1,2,0 ,./src/bin/ZPGen  0.0100  13.5000  10000000000.0000  500.0000  0.0000  0.0100  0  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  1.0000  0  0.0000  0.0000  0.0000  3  0  0  0.6000  6.0000  1  1000000  1  1  2  0 src/ZPFiles/Very_Small_zp
2019-01-16 15:13:38,Very_Small_zp,ZPGen v2.7, 0.0100,13.5000,10000000000.0000,500.0000,0.0000,0.0100,0,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0,0.0000,0.0000,0.0000,3,0,0,0.6000,6.0000,1,1000000,1,1,2,0 ,./src/bin/ZPGen  0.0100  13.5000  10000000000.0000  500.0000  0.0000  0.0100  0  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  1.0000  0  0.0000  0.0000  0.0000  3  0  0  0.6000  6.0000  1  1000000  1  1  2  0 src/ZPFiles/Very_Small_zp
2019-01-16 15:15:29,Very_Small_zp,ZPGen v2.7, 0.0100,13.5000,10000000000.0000,500.0000,0.0000,0.0100,0,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0,0.0000,0.0000,0.0000,3,0,0,0.6000,6.0000,1,1000000,1,1,1,0 ,./src/bin/ZPGen  0.0100  13.5000  10000000000.0000  500.0000  0.0000  0.0100  0  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  1.0000  0  0.0000  0.0000  0.0000  3  0  0  0.6000  6.0000  1  1000000  1  1  1  0 src/ZPFiles/Very_Small_zp
2019-01-16 15:15:34,Very_Small_zp,ZPGen v2.7, 0.0100,13.5000,10000000000.0000,500.0000,0.0000,0.0100,0,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0,0.0000,0.0000,0.0000,3,0,0,0.6000,6.0000,1,1000000,1,1,3,0 ,./src/bin/ZPGen  0.0100  13.5000  10000000000.0000  500.0000  0.0000  0.0100  0  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  1.0000  0  0.0000  0.0000  0.0000  3  0  0  0.6000  6.0000  1  1000000  1  1  3  0 src/ZPFiles/Very_Small_zp
2019-01-16 15:15:55,Very_Small_zp,ZPGen v2.7, 0.0100,13.5000,10000000000.0000,500.0000,0.0000,0.0100,0,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0,0.0000,0.0000,0.0000,3,0,0,0.6000,6.0000,1,1000000,1,1,4,0 ,./src/bin/ZPGen  0.0100  13.5000  10000000000.0000  500.0000  0.0000  0.0100  0  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  1.0000  0  0.0000  0.0000  0.0000  3  0  0  0.6000  6.0000  1  1000000  1  1  4  0 src/ZPFiles/Very_Small_zp
2019-01-16 15:16:35,Very_Small_zp,ZPGen v2.7, 0.0100,13.5000,10000000000.0000,500.0000,0.0000,0.0100,0,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0,0.0000,0.0000,0.0000,3,0,0,0.6000,6.0000,1,1000000,1,1,2,0 ,./src/bin/ZPGen  0.0100  13.5000  10000000000.0000  500.0000  0.0000  0.0100  0  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  1.0000  0  0.0000  0.0000  0.0000  3  0  0  0.6000  6.0000  1  1000000  1  1  2  0 src/ZPFiles/Very_Small_zp
2019-01-16 15:44:19,Micron_objective,ZPGen v2.7, 0.0050,13.5000,625.0000,750000.0000,0.2000,0.0900,0,0.0000,0.1047,-90.0000,0.0000,1.0000,0.0000,1.0000,0,0.0000,0.0000,16.0000,1,0,1,1.0000,6.0000,0,1000000,1,1,1,0 ,./src/bin/ZPGen  0.0050  13.5000  625.0000  750000.0000  0.2000  0.0900  0  0.0000  0.1047  -90.0000  0.0000  1.0000  0.0000  1.0000  0  0.0000  0.0000  16.0000  1  0  1  1.0000  6.0000  0  1000000  1  1  1  0 src/ZPFiles/Micron_objective
2019-01-16 15:45:16,Micron_objective,ZPGen v2.7, 0.0050,13.5000,625.0000,750000.0000,0.2000,0.0900,0,0.0000,0.1047,-90.0000,0.0000,1.0000,0.0000,1.0000,0,0.0000,0.0000,16.0000,3,0,1,1.0000,6.0000,0,1000000,1,1,1,0 ,./src/bin/ZPGen  0.0050  13.5000  625.0000  750000.0000  0.2000  0.0900  0  0.0000  0.1047  -90.0000  0.0000  1.0000  0.0000  1.0000  0  0.0000  0.0000  16.0000  3  0  1  1.0000  6.0000  0  1000000  1  1  1  0 src/ZPFiles/Micron_objective
2019-01-16 15:45:32,Micron_objective,ZPGen v2.7, 0.0050,13.5000,625.0000,750000.0000,0.2000,0.0900,0,0.0000,0.1047,-90.0000,0.0000,1.0000,0.0000,1.0000,0,0.0000,0.0000,16.0000,0,0,1,1.0000,6.0000,0,1000000,1,1,1,4 ,./src/bin/ZPGen  0.0050  13.5000  625.0000  750000.0000  0.2000  0.0900  0  0.0000  0.1047  -90.0000  0.0000  1.0000  0.0000  1.0000  0  0.0000  0.0000  16.0000  0  0  1  1.0000  6.0000  0  1000000  1  1  1  4 src/ZPFiles/Micron_objective
2019-01-16 16:32:04,Micron_condenser_demo_1_10,ZPGen v2.7, 0.0050,13.5000,10012.5000,10012.5000,0.2000,0.0040,0,0.0000,0.0500,-90.0000,2.8624,1.0000,0.0000,1.0000,0,0.0000,0.0000,0.0000,1,0,0,1.0000,6.0000,0,1000000,1,1,1,0 ,./src/bin/ZPGen  0.0050  13.5000  10012.5000  10012.5000  0.2000  0.0040  0  0.0000  0.0500  -90.0000  2.8624  1.0000  0.0000  1.0000  0  0.0000  0.0000  0.0000  1  0  0  1.0000  6.0000  0  1000000  1  1  1  0 src/ZPFiles/Micron_condenser_demo_1_10
2019-01-16 16:32:24,Micron_condenser_demo_1_10,ZPGen v2.7, 0.0050,13.5000,10012.5000,10012.5000,0.2000,0.0100,0,0.0000,0.0500,-90.0000,2.8624,1.0000,0.0000,1.0000,0,0.0000,0.0000,0.0000,1,0,0,1.0000,6.0000,0,1000000,1,1,1,0 ,./src/bin/ZPGen  0.0050  13.5000  10012.5000  10012.5000  0.2000  0.0100  0  0.0000  0.0500  -90.0000  2.8624  1.0000  0.0000  1.0000  0  0.0000  0.0000  0.0000  1  0  0  1.0000  6.0000  0  1000000  1  1  1  0 src/ZPFiles/Micron_condenser_demo_1_10
2019-01-16 16:32:34,Micron_condenser_demo_1_10,ZPGen v2.7, 0.0050,13.5000,10012.5000,10012.5000,0.2000,0.0200,0,0.0000,0.0500,-90.0000,2.8624,1.0000,0.0000,1.0000,0,0.0000,0.0000,0.0000,1,0,0,1.0000,6.0000,0,1000000,1,1,1,0 ,./src/bin/ZPGen  0.0050  13.5000  10012.5000  10012.5000  0.2000  0.0200  0  0.0000  0.0500  -90.0000  2.8624  1.0000  0.0000  1.0000  0  0.0000  0.0000  0.0000  1  0  0  1.0000  6.0000  0  1000000  1  1  1  0 src/ZPFiles/Micron_condenser_demo_1_10
2019-01-16 16:33:42,SHARP_standard,ZPGen v2.7, 0.0050,13.5000,500.0000,450000.0000,0.1000,0.0825,0,0.0000,0.0000,90.0000,6.0000,1.0000,0.0000,1.0000,0,0.0000,0.0000,10.0000,1,0,1,1.0000,6.0000,1,1000000,1,1,1,0 ,./src/bin/ZPGen  0.0050  13.5000  500.0000  450000.0000  0.1000  0.0825  0  0.0000  0.0000  90.0000  6.0000  1.0000  0.0000  1.0000  0  0.0000  0.0000  10.0000  1  0  1  1.0000  6.0000  1  1000000  1  1  1  0 src/ZPFiles/SHARP_standard
2019-01-16 16:36:47,Micron_condenser_demo_1_10,ZPGen v2.7, 0.0050,13.5000,10012.5000,10012.5000,0.2000,0.0040,0,0.0000,0.0000,-90.0000,2.8624,1.0000,0.0000,1.0000,0,0.0000,0.0000,0.0000,1,0,0,1.0000,6.0000,0,1000000,1,1,1,0 ,./src/bin/ZPGen  0.0050  13.5000  10012.5000  10012.5000  0.2000  0.0040  0  0.0000  0.0000  -90.0000  2.8624  1.0000  0.0000  1.0000  0  0.0000  0.0000  0.0000  1  0  0  1.0000  6.0000  0  1000000  1  1  1  0 src/ZPFiles/Micron_condenser_demo_1_10
2019-01-16 16:37:05,Micron_condenser_demo_1_10,ZPGen v2.7, 0.0050,13.5000,10012.5000,10012.5000,0.2000,0.0200,0,0.0000,0.0000,-90.0000,2.8624,1.0000,0.0000,1.0000,0,0.0000,0.0000,0.0000,1,0,0,1.0000,6.0000,0,1000000,1,1,1,0 ,./src/bin/ZPGen  0.0050  13.5000  10012.5000  10012.5000  0.2000  0.0200  0  0.0000  0.0000  -90.0000  2.8624  1.0000  0.0000  1.0000  0  0.0000  0.0000  0.0000  1  0  0  1.0000  6.0000  0  1000000  1  1  1  0 src/ZPFiles/Micron_condenser_demo_1_10
2019-01-16 16:39:07,Micron_condenser_demo_1_10,ZPGen v2.7, 0.0050,13.5000,10012.5000,10012.5000,0.2000,0.0100,0,0.0000,0.0000,-90.0000,1.0000,1.0000,0.0000,1.0000,0,0.0000,0.0000,0.0000,1,0,0,1.0000,6.0000,0,1000000,1,1,1,0 ,./src/bin/ZPGen  0.0050  13.5000  10012.5000  10012.5000  0.2000  0.0100  0  0.0000  0.0000  -90.0000  1.0000  1.0000  0.0000  1.0000  0  0.0000  0.0000  0.0000  1  0  0  1.0000  6.0000  0  1000000  1  1  1  0 src/ZPFiles/Micron_condenser_demo_1_10
